handle,text,is_retweet,original_author,time,in_reply_to_screen_name,in_reply_to_status_id,is_quote_status,retweet_count,favorite_count,cleaned_text,x,y,theme
realDonaldTrump,Hillary Clinton is the only candidate on stage who voted for the Iraq War. #Debates2016 #MAGA https://t.co/Um5WJXEEKr,False,,2016-09-27 02:21:59,,,False,9001,20725,Hillary Clinton is the only candidate on stage who voted for the Iraq War. #Debates2016 #MAGA ,5.3150578,0.5543432,Endorsement
realDonaldTrump,".@HillaryClinton's 2008 Campaign And Supporters Trafficked In Rumors About Obama's Heritage #DebateNight 
https://t.co/6EEOAaCiNv",False,,2016-09-27 02:19:47,,,False,5763,12471,".@HillaryClinton's 2008 Campaign And Supporters Trafficked In Rumors About Obama's Heritage #DebateNight 
",6.3539615,-1.63018,Security
realDonaldTrump,"Hillary's policies have made America less safe, that's why 200+ general and military leaders have endorsed… https://t.co/x7sBpy0CEV",True,TeamTrump,2016-09-27 02:19:20,,,False,4741,10739,"Hillary's policies have made America less safe, that's why 200+ general and military leaders have endorsed… ",3.9027817,-1.3252605,Security
HillaryClinton,"""I hope the fact-checkers are turning up the volume. Donald Trump supported the invasion of Iraq.” https://t.co/CoyJtoyxd0",False,,2016-09-27 02:18:09,,,True,7062,12598,"""I hope the fact-checkers are turning up the volume. Donald Trump supported the invasion of Iraq.” ",3.8438954,-1.2839944,Security
HillaryClinton,This is... still not true! #debate https://t.co/6SKFZunCL5,True,TheBriefing2016,2016-09-27 02:16:53,,,False,1387,2339,This is... still not true! #debate ,7.2919493,-1.1328164,Endorsement
HillaryClinton,What is the deal with Donald Trump and Russia? https://t.co/xUYxOdoYo3 #debatenight,False,,2016-09-27 02:13:57,,,False,2540,4893,What is the deal with Donald Trump and Russia?  #debatenight,6.351526,-1.4842473,Security
HillaryClinton,Trump's top Russia advisor is being probed for meeting with the Kremlin aide in charge of US election intelligence.  https://t.co/GN5Gg4ug0L,True,TheBriefing2016,2016-09-27 02:13:36,,,False,1213,1638,Trump's top Russia advisor is being probed for meeting with the Kremlin aide in charge of US election intelligence.  ,4.6166515,4.2579784,Opposition
realDonaldTrump,"Jesse Jackson on @realDonaldTrump - when he donated space for the Rainbow/Push Coalition. 
#DebateNight https://t.co/JTbqO0DNzy",True,DanScavino,2016-09-27 02:10:30,,,False,5055,8520,"Jesse Jackson on @realDonaldTrump - when he donated space for the Rainbow/Push Coalition. 
#DebateNight ",4.568966,4.222338,Opposition
HillaryClinton,"When Donald Trump goes low, we go high. #DebateNight https://t.co/5MUlOMJqWM",False,,2016-09-27 02:08:29,,,False,6189,16416,"When Donald Trump goes low, we go high. #DebateNight ",6.349999,-1.4368854,Security
HillaryClinton,"When a man is sued for discriminating against black tenants &amp; pushes birtherism, he's giving you an idea of what kind of president he'd be.",False,,2016-09-27 02:06:51,,,False,13915,26574,"When a man is sued for discriminating against black tenants &amp; pushes birtherism, he's giving you an idea of what kind of president he'd be.",6.311846,-1.4472395,Security
HillaryClinton,This is just one of the business practices that led to Donald Trump being sued for discrimination. #Debate… https://t.co/PoXvMnGfCy,True,TheBriefing2016,2016-09-27 02:05:18,,,False,1523,1946,This is just one of the business practices that led to Donald Trump being sued for discrimination. #Debate… ,4.8880515,-1.1725358,Security
HillaryClinton,"Donald Trump's answer for his five years of pushing the racist birther conspiracy theory?

""I say nothing."" #debatenight",False,,2016-09-27 02:04:16,,,False,6274,13551,"Donald Trump's answer for his five years of pushing the racist birther conspiracy theory?

""I say nothing."" #debatenight",6.3562202,-1.6287605,Security
HillaryClinton,"""Trump just criticized me for preparing for this debate. You know what else I prepared for? Being president."" #DebateNight",False,,2016-09-27 02:01:59,,,False,51681,102655,"""Trump just criticized me for preparing for this debate. You know what else I prepared for? Being president."" #DebateNight",5.6041293,5.4268813,Opposition
HillaryClinton,President Obama was born in the United States. He’s American. Trump only has one reason for refusing to admit it. #debatenight,False,,2016-09-27 02:01:05,,,False,6818,17734,President Obama was born in the United States. He’s American. Trump only has one reason for refusing to admit it. #debatenight,5.3063984,4.4331684,Opposition
HillaryClinton,"Still a complete lie. #DebateNight 
https://t.co/F8aCfIqYWs",False,,2016-09-27 01:59:34,,,True,4564,7201,"Still a complete lie. #DebateNight 
",5.390139,4.5839496,Opposition
HillaryClinton,Donald Trump is more concerned with pandering to the gun lobby than keeping families safe. #DebateNight https://t.co/LspcUJNUc5,False,,2016-09-27 01:56:13,,,False,7324,13832,Donald Trump is more concerned with pandering to the gun lobby than keeping families safe. #DebateNight ,6.385455,-1.5386659,Security
HillaryClinton,"The fact that Trump's answer to a question about racial injustice is just ""we need law and order"" pretty much says it all. #debatenight",False,,2016-09-27 01:55:11,,,False,10882,21951,"The fact that Trump's answer to a question about racial injustice is just ""we need law and order"" pretty much says it all. #debatenight",13.21044,-1.0878278,Engagement
HillaryClinton,We’ve got to address the systemic racism in our criminal justice system and end private prisons. #DebateNight https://t.co/8afCXJAAjI,False,,2016-09-27 01:54:38,,,False,2587,6006,We’ve got to address the systemic racism in our criminal justice system and end private prisons. #DebateNight ,13.963427,-0.6362203,Engagement
HillaryClinton,How Hillary Clinton Took Charge In The First Presidential Debate https://t.co/4gwtCnACV0,True,BuzzFeedBen,2016-09-27 01:52:02,,,False,1259,2676,How Hillary Clinton Took Charge In The First Presidential Debate ,8.388048,-0.83398205,Endorsement
realDonaldTrump,I will stand with police and protect ALL Americans! #Debates2016 #MAGA https://t.co/CX4oEWgEMp,False,,2016-09-27 01:51:58,,,False,12173,33572,I will stand with police and protect ALL Americans! #Debates2016 #MAGA ,6.335986,-1.3547162,Security
HillaryClinton,We are not going to bring New York’s unconstitutional stop-and-frisk program nationwide. #debatenight,False,,2016-09-27 01:50:42,,,False,6923,17156,We are not going to bring New York’s unconstitutional stop-and-frisk program nationwide. #debatenight,6.893033,-1.5683519,Security
realDonaldTrump,"When @realDonaldTrump is POTUS, families are going to be safe and secure. Law and order will be RESTORED! #MAGA… https://t.co/4Qo9gV7mgc",True,TeamTrump,2016-09-27 01:50:01,,,False,4550,11239,"When @realDonaldTrump is POTUS, families are going to be safe and secure. Law and order will be RESTORED! #MAGA… ",1.9008598,-2.2254918,Economy
HillaryClinton,"""Maybe he didn't do a good job."" —Donald Trump

Looks like you “loved” it at the time. #DebateNight… https://t.co/LelC6Tb3nj",False,,2016-09-27 01:44:51,,,False,4435,8347,"""Maybe he didn't do a good job."" —Donald Trump

Looks like you “loved” it at the time. #DebateNight… ",1.8455162,-2.1103237,Economy
realDonaldTrump,WATCH: @realDonaldTrump on the stakes in this election #Debates2016 https://t.co/l7DSbPXDGh,True,TeamTrump,2016-09-27 01:44:01,,,False,1936,5930,WATCH: @realDonaldTrump on the stakes in this election #Debates2016 ,1.8337137,-2.2996626,Economy
HillaryClinton,"""It's about time this country had somebody running it who has an idea about money."" —Trump #debatenight https://t.co/dpDrKCHVCd",False,,2016-09-27 01:40:50,,,False,2469,5868,"""It's about time this country had somebody running it who has an idea about money."" —Trump #debatenight ",6.8421464,-1.5211263,Security
HillaryClinton,"Paying zero in taxes doesn’t make you ""smart.""

It makes you a tax evader. https://t.co/g9nQkSRvTB",False,,2016-09-27 01:39:14,,,False,20195,33668,"Paying zero in taxes doesn’t make you ""smart.""

It makes you a tax evader. ",1.8715339,-2.3591344,Economy
HillaryClinton,No wonder Donald Trump is hiding his tax returns. #debatenight https://t.co/gcvsadMwHJ,False,,2016-09-27 01:37:26,,,False,8568,15157,No wonder Donald Trump is hiding his tax returns. #debatenight ,1.7116758,1.7864265,Endorsement
realDonaldTrump,"This is the simple fact about @HillaryClinton: she is a typical politician - all talk, no action. #Debates2016",False,,2016-09-27 01:36:50,,,False,13308,32127,"This is the simple fact about @HillaryClinton: she is a typical politician - all talk, no action. #Debates2016",1.945055,1.7441955,Endorsement
HillaryClinton,"No legit reason @realDonaldTrump can't release returns while being audited, but if scared, release earlier returns no longer under audit.",True,MittRomney,2016-09-27 01:34:32,,,False,11973,15567,"No legit reason @realDonaldTrump can't release returns while being audited, but if scared, release earlier returns no longer under audit.",4.7965984,-4.05478,Endorsement
realDonaldTrump,HILLARY'S BAD TAX HABIT! https://t.co/x3FBy8Hdq2,False,,2016-09-27 01:33:59,,,False,11774,21663,HILLARY'S BAD TAX HABIT! ,3.3901398,0.96989465,Endorsement
realDonaldTrump,A Clinton economy = more taxes and more spending! #DebateNight https://t.co/oFlaAhrwe5,False,,2016-09-27 01:32:25,,,False,7878,16568,A Clinton economy = more taxes and more spending! #DebateNight ,6.8642035,3.693813,Opposition
realDonaldTrump,.@HillaryClinton has been part of the rigged DC system for 30 years? Why would we take policy advice from her? #Debates2016,False,,2016-09-27 01:28:50,,,False,9707,22634,.@HillaryClinton has been part of the rigged DC system for 30 years? Why would we take policy advice from her? #Debates2016,6.4507113,-1.4613334,Security
realDonaldTrump,"Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for innovation and job creati… https://t.co/02NMQn3ZNQ",False,,2016-09-27 01:28:04,,,False,7189,19174,"Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for innovation and job creati… ",7.5731373,-0.8504264,Endorsement
HillaryClinton,"In the spirit of friendship, here's Donald Trump's ISIS plan for your consideration. #debate https://t.co/YCXFWZyiGA",True,TheBriefing2016,2016-09-27 01:28:03,,,False,4128,5914,"In the spirit of friendship, here's Donald Trump's ISIS plan for your consideration. #debate ",2.9455466,0.7363941,Endorsement
HillaryClinton,Donald Trump may live in his own reality—but we've got his own words right here. Check them out: https://t.co/NLPH8sbAGn #debatenight,False,,2016-09-27 01:27:13,,,False,5904,8292,Donald Trump may live in his own reality—but we've got his own words right here. Check them out:  #debatenight,6.38084,-1.3538164,Security
realDonaldTrump,.@HillaryClinton channels John Kerry on trade: she was for bad trade deals before she was against them. #TPP #Debates2016,False,,2016-09-27 01:23:43,,,False,5045,13196,.@HillaryClinton channels John Kerry on trade: she was for bad trade deals before she was against them. #TPP #Debates2016,1.8531253,0.6357982,Endorsement
HillaryClinton,"We can step up and confront climate change, save our planet, and invest in clean energy. 

Or, we can do nothing.… https://t.co/U29h8UaYZP",False,,2016-09-27 01:21:24,,,False,2751,6025,"We can step up and confront climate change, save our planet, and invest in clean energy. 

Or, we can do nothing.… ",1.297339,1.0306319,Endorsement
HillaryClinton,"""I never said that."" —Donald Trump, who said that. #debatenight https://t.co/6T8qV2HCbL",False,,2016-09-27 01:19:47,,,True,91670,134808,"""I never said that."" —Donald Trump, who said that. #debatenight ",1.2390053,1.0529295,Endorsement
HillaryClinton,"""That's called business."" —Donald Trump on the housing crash.

For millions of Americans it was called ""losing their home."" #DebateNight",False,,2016-09-27 01:19:02,,,False,12980,20267,"""That's called business."" —Donald Trump on the housing crash.

For millions of Americans it was called ""losing their home."" #DebateNight",1.3135767,0.7363654,Endorsement
realDonaldTrump,.@HillaryClinton and Obama policies increased debt by $9trillion over the last 8 years,False,,2016-09-27 01:18:55,,,False,7836,17385,.@HillaryClinton and Obama policies increased debt by $9trillion over the last 8 years,3.7587636,0.5029038,Endorsement
HillaryClinton,"Economists project that Trump’s plans would add more than $5,000,000,000,000 to the national debt. That's ""trillion"" with a ""T.""",False,,2016-09-27 01:17:44,,,False,3322,6308,"Economists project that Trump’s plans would add more than $5,000,000,000,000 to the national debt. That's ""trillion"" with a ""T.""",7.8566594,-1.1037626,Endorsement
HillaryClinton,"Donald Trump seems to think $15 million is a ""small loan."" #debate https://t.co/Bo3HOhdR92 https://t.co/K5bCPX3ujx",True,TheBriefing2016,2016-09-27 01:16:15,,,False,1738,2478,"Donald Trump seems to think $15 million is a ""small loan."" #debate  ",1.4660857,0.43061912,Endorsement
HillaryClinton,"Every time Trump makes a show of railing against outsourcing, remember the countries he shipped jobs and profits to: https://t.co/5MZTsOgYR9",False,,2016-09-27 01:15:20,,,False,3721,5734,"Every time Trump makes a show of railing against outsourcing, remember the countries he shipped jobs and profits to: ",3.7218547,0.46161056,Endorsement
realDonaldTrump,A @realDonaldTrump Administration will bring JOBS BACK! #Debates2016 https://t.co/4O3rIyycyW,True,TeamTrump,2016-09-27 01:14:09,,,False,3928,8756,A @realDonaldTrump Administration will bring JOBS BACK! #Debates2016 ,3.577769,0.09807805,Endorsement
HillaryClinton,"Having a small business owner for a dad may not get you multi-million-dollar bailouts, but it does teach you the va… https://t.co/3LV3pmjRBI",False,,2016-09-27 01:13:45,,,False,2537,9180,"Having a small business owner for a dad may not get you multi-million-dollar bailouts, but it does teach you the va… ",2.013929,1.7353679,Endorsement
HillaryClinton,How many Trump products were made overseas? Here’s the complete list. https://t.co/OdJOZeZau0,True,washingtonpost,2016-09-27 01:13:13,,,False,1656,1563,How many Trump products were made overseas? Here’s the complete list. ,6.42519,-1.5587353,Security
HillaryClinton,There's only one candidate on stage who will support working families. #DebateNight https://t.co/uOV7JC9uQC,False,,2016-09-27 01:11:42,,,False,3732,7138,There's only one candidate on stage who will support working families. #DebateNight ,6.3647637,-1.6363543,Security
