handle,text,is_retweet,original_author,time,in_reply_to_screen_name,in_reply_to_status_id,is_quote_status,retweet_count,favorite_count,cleaned_text,x,y,favorite_count_log,scaled_retweet,theme,text_sentiment,text_sentiment_score
HillaryClinton,Hillary just proved she's the only candidate who's ready to be president. Chip in now and let's go win this thing: https://t.co/ATqqxWU0Hc,False,,2016-09-27 02:43:15,,,False,5065,16336,Hillary just proved she's the only candidate who's ready to be president. Chip in now and let's go win this thing: ,6.417797,-1.3573213,9.701187753026508,17.173539628087397,Security,positive,0.9159718155860901
realDonaldTrump,".@HillaryClinton’s Nuclear Agreement Paved The Way For The $400 Million Ransom Payment #DebateNight
https://t.co/qfZTx6aKYs",False,,2016-09-27 02:42:49,,,False,8575,19522,".@HillaryClinton’s Nuclear Agreement Paved The Way For The $400 Million Ransom Payment #DebateNight
",6.2055955,-1.4676352,9.879348536682802,20.46812416749006,Security,neutral,0.749295711517334
realDonaldTrump,Nothing on emails. Nothing on the corrupt Clinton Foundation. And nothing on #Benghazi. #Debates2016 #debatenight,False,,2016-09-27 02:40:26,,,False,30921,56562,Nothing on emails. Nothing on the corrupt Clinton Foundation. And nothing on #Benghazi. #Debates2016 #debatenight,6.837065,3.6536632,10.943110340182217,31.387098977592153,Opposition,negative,0.8243463635444641
HillaryClinton,"When Donald Trump says he has a ""winning temperament."" #debatenight https://t.co/ElQ7aG2vxu",False,,2016-09-27 02:40:04,,,False,26656,48875,"When Donald Trump says he has a ""winning temperament."" #debatenight ",6.190537,-1.3077669,10.797041757436412,29.87204764158109,Security,neutral,0.6742737889289856
HillaryClinton,The woman Trump called “Miss Piggy” has a name: Alicia. #debatenight https://t.co/XlthzE8X8j,False,,2016-09-27 02:38:01,,,False,23394,36574,The woman Trump called “Miss Piggy” has a name: Alicia. #debatenight ,7.3608165,-0.9813145,10.507120225888325,28.60014018546704,Endorsement,neutral,0.5821537971496582
realDonaldTrump,.@HillaryClinton - Obama #ISIS Strategy Has Allowed It To Expand To Become A Global Threat #DebateNight https://t.co/f7PctDE31L,False,,2016-09-27 02:36:11,,,False,6680,15499,.@HillaryClinton - Obama #ISIS Strategy Has Allowed It To Expand To Become A Global Threat #DebateNight ,3.5890338,-1.8238925,9.648595302907339,18.833259369189424,Security,negative,0.7799062728881836
HillaryClinton,"""When Donald Trump spends 11 hours testifying in front of a congressional committee, he can talk to me about stamina."" —Hillary #debatenight",False,,2016-09-27 02:35:21,,,False,20652,46042,"""When Donald Trump spends 11 hours testifying in front of a congressional committee, he can talk to me about stamina."" —Hillary #debatenight",3.5675557,-1.8145304,10.73733102144275,27.435994394718907,Security,neutral,0.7035273313522339
realDonaldTrump,.@realDonaldTrump calling out @HillaryClinton's support for NAFTA = most searched moment during tonight's debate.… https://t.co/2BovwrJisi,True,TeamTrump,2016-09-27 02:33:59,,,False,6139,13209,.@realDonaldTrump calling out @HillaryClinton's support for NAFTA = most searched moment during tonight's debate.… ,7.043957,-1.6121713,9.488729397516371,18.31045815469605,Endorsement,neutral,0.6933495998382568
HillaryClinton,"Donald Trump's ""cavalier attitude about nuclear weapons is so deeply troubling.” #DebateNight https://t.co/z66rUZz31J",False,,2016-09-27 02:30:00,,,False,5011,13026,"Donald Trump's ""cavalier attitude about nuclear weapons is so deeply troubling.” #DebateNight ",3.5786214,-1.8331562,9.474779405697564,17.112290105728228,Security,negative,0.9042391777038574
realDonaldTrump,"Russia has more warheads than ever, N Korea is testing nukes, and Iran got a sweetheart deal to keep theirs. Thanks, @HillaryClinton.",False,,2016-09-27 02:28:26,,,False,11851,26791,"Russia has more warheads than ever, N Korea is testing nukes, and Iran got a sweetheart deal to keep theirs. Thanks, @HillaryClinton.",4.178348,-3.844537,10.19585861447404,22.799133033618748,Endorsement,neutral,0.47182056307792664
HillaryClinton,.@realDonaldTrump: Barack Obama is your president too. #debatenight,False,,2016-09-27 02:27:23,,,False,17402,38775,.@realDonaldTrump: Barack Obama is your president too. #debatenight,3.7120404,-1.7274392,10.565556777525211,25.91391648368438,Security,neutral,0.7602847218513489
HillaryClinton,A man who can be provoked by a tweet should not have his hands anywhere near the nuclear codes. #DebateNight,False,,2016-09-27 02:26:33,,,False,45008,82338,A man who can be provoked by a tweet should not have his hands anywhere near the nuclear codes. #DebateNight,6.429413,-1.3103734,11.318600150484542,35.571040708631855,Security,negative,0.7663236856460571
realDonaldTrump,"Hillary Clinton failed all over the world. 
❌LIBYA
❌SYRIA
❌IRAN
❌IRAQ
❌ASIA PIVOT
❌RUSSIAN RESET
❌BENGHAZI… https://t.co/OoakXs2rij",False,,2016-09-27 02:26:13,,,False,21745,40457,"Hillary Clinton failed all over the world. 
❌LIBYA
❌SYRIA
❌IRAN
❌IRAQ
❌ASIA PIVOT
❌RUSSIAN RESET
❌BENGHAZI… ",6.895727,-1.5310445,10.608019677962638,27.911711701960787,Security,negative,0.8686466813087463
HillaryClinton,This should go without saying: Taking nuclear war lightly is disqualifying for anyone seeking to be President of th… https://t.co/OXigxJhmqJ,False,,2016-09-27 02:26:01,,,False,5820,13113,This should go without saying: Taking nuclear war lightly is disqualifying for anyone seeking to be President of th… ,11.414543,-0.5497736,9.481435640823564,17.987645843751046,Engagement,negative,0.8420945405960083
HillaryClinton,"Donald Trump says he has better temperament than Hillary Clinton.

Fact check: He is Donald Trump. 

#debate",True,TheBriefing2016,2016-09-27 02:24:39,,,False,5646,10367,"Donald Trump says he has better temperament than Hillary Clinton.

Fact check: He is Donald Trump. 

#debate",6.98278,-0.9497191,9.246479418592056,17.806570818222106,Security,neutral,0.5211340188980103
realDonaldTrump,"100% TRUE --&gt; @realDonaldTrump is right - @HillaryClinton did call TPP ‘the gold standard’ #Debates2016 
https://t.co/W7L7a9wSCB",True,TeamTrump,2016-09-27 02:22:12,,,False,7419,12728,"100% TRUE --&gt; @realDonaldTrump is right - @HillaryClinton did call TPP ‘the gold standard’ #Debates2016 
",4.505975,-2.7465837,9.451638133870434,19.503615371732934,Endorsement,positive,0.6661458611488342
realDonaldTrump,Hillary Clinton is the only candidate on stage who voted for the Iraq War. #Debates2016 #MAGA https://t.co/Um5WJXEEKr,False,,2016-09-27 02:21:59,,,False,9001,20725,Hillary Clinton is the only candidate on stage who voted for the Iraq War. #Debates2016 #MAGA ,5.3150578,0.5543432,9.939144229744162,20.80160860340336,Endorsement,negative,0.7254210710525513
realDonaldTrump,".@HillaryClinton's 2008 Campaign And Supporters Trafficked In Rumors About Obama's Heritage #DebateNight 
https://t.co/6EEOAaCiNv",False,,2016-09-27 02:19:47,,,False,5763,12471,".@HillaryClinton's 2008 Campaign And Supporters Trafficked In Rumors About Obama's Heritage #DebateNight 
",6.3539615,-1.63018,9.431241410737613,17.928730532721673,Security,neutral,0.5655005574226379
realDonaldTrump,"Hillary's policies have made America less safe, that's why 200+ general and military leaders have endorsed… https://t.co/x7sBpy0CEV",True,TeamTrump,2016-09-27 02:19:20,,,False,4741,10739,"Hillary's policies have made America less safe, that's why 200+ general and military leaders have endorsed… ",3.9027817,-1.3252605,9.281730368062856,16.79925355716022,Security,negative,0.9248018860816956
HillaryClinton,"""I hope the fact-checkers are turning up the volume. Donald Trump supported the invasion of Iraq.” https://t.co/CoyJtoyxd0",False,,2016-09-27 02:18:09,,,True,7062,12598,"""I hope the fact-checkers are turning up the volume. Donald Trump supported the invasion of Iraq.” ",3.8438954,-1.2839944,9.44137272471063,19.18562291759172,Security,negative,0.704124391078949
HillaryClinton,This is... still not true! #debate https://t.co/6SKFZunCL5,True,TheBriefing2016,2016-09-27 02:16:53,,,False,1387,2339,This is... still not true! #debate ,7.2919493,-1.1328164,7.757906208351747,11.152155602191929,Endorsement,negative,0.7784191370010376
HillaryClinton,What is the deal with Donald Trump and Russia? https://t.co/xUYxOdoYo3 #debatenight,False,,2016-09-27 02:13:57,,,False,2540,4893,What is the deal with Donald Trump and Russia?  #debatenight,6.351526,-1.4842473,8.495765244002618,13.64408989762587,Security,neutral,0.7145029306411743
HillaryClinton,Trump's top Russia advisor is being probed for meeting with the Kremlin aide in charge of US election intelligence.  https://t.co/GN5Gg4ug0L,True,TheBriefing2016,2016-09-27 02:13:36,,,False,1213,1638,Trump's top Russia advisor is being probed for meeting with the Kremlin aide in charge of US election intelligence.  ,4.6166515,4.2579784,7.40184157874383,10.66482172952391,Opposition,neutral,0.7922717332839966
realDonaldTrump,"Jesse Jackson on @realDonaldTrump - when he donated space for the Rainbow/Push Coalition. 
#DebateNight https://t.co/JTbqO0DNzy",True,DanScavino,2016-09-27 02:10:30,,,False,5055,8520,"Jesse Jackson on @realDonaldTrump - when he donated space for the Rainbow/Push Coalition. 
#DebateNight ",4.568966,4.222338,9.050288983827956,17.16223008274992,Opposition,neutral,0.8211215138435364
HillaryClinton,"When Donald Trump goes low, we go high. #DebateNight https://t.co/5MUlOMJqWM",False,,2016-09-27 02:08:29,,,False,6189,16416,"When Donald Trump goes low, we go high. #DebateNight ",6.349999,-1.4368854,9.706072662294519,18.360034554545965,Security,negative,0.5790150761604309
HillaryClinton,"When a man is sued for discriminating against black tenants &amp; pushes birtherism, he's giving you an idea of what kind of president he'd be.",False,,2016-09-27 02:06:51,,,False,13915,26574,"When a man is sued for discriminating against black tenants &amp; pushes birtherism, he's giving you an idea of what kind of president he'd be.",6.311846,-1.4472395,10.187726203210149,24.052546904025384,Security,negative,0.8335859775543213
HillaryClinton,This is just one of the business practices that led to Donald Trump being sued for discrimination. #Debate… https://t.co/PoXvMnGfCy,True,TheBriefing2016,2016-09-27 02:05:18,,,False,1523,1946,This is just one of the business practices that led to Donald Trump being sued for discrimination. #Debate… ,4.8880515,-1.1725358,7.5740450053721995,11.505353525062663,Security,negative,0.7998446226119995
HillaryClinton,"Donald Trump's answer for his five years of pushing the racist birther conspiracy theory?

""I say nothing."" #debatenight",False,,2016-09-27 02:04:16,,,False,6274,13551,"Donald Trump's answer for his five years of pushing the racist birther conspiracy theory?

""I say nothing."" #debatenight",6.3562202,-1.6287605,9.514289416891836,18.443705179425955,Security,negative,0.5870075821876526
HillaryClinton,"""Trump just criticized me for preparing for this debate. You know what else I prepared for? Being president."" #DebateNight",False,,2016-09-27 02:01:59,,,False,51681,102655,"""Trump just criticized me for preparing for this debate. You know what else I prepared for? Being president."" #DebateNight",5.6041293,5.4268813,11.539138871786133,37.24862989120026,Opposition,negative,0.6763437986373901
HillaryClinton,President Obama was born in the United States. He’s American. Trump only has one reason for refusing to admit it. #debatenight,False,,2016-09-27 02:01:05,,,False,6818,17734,President Obama was born in the United States. He’s American. Trump only has one reason for refusing to admit it. #debatenight,5.3063984,4.4331684,9.783295367207723,18.962066513822784,Opposition,neutral,0.7145442366600037
HillaryClinton,"Still a complete lie. #DebateNight 
https://t.co/F8aCfIqYWs",False,,2016-09-27 01:59:34,,,True,4564,7201,"Still a complete lie. #DebateNight 
",5.390139,4.5839496,8.882114044208821,16.58753600601105,Opposition,negative,0.7871584296226501
HillaryClinton,Donald Trump is more concerned with pandering to the gun lobby than keeping families safe. #DebateNight https://t.co/LspcUJNUc5,False,,2016-09-27 01:56:13,,,False,7324,13832,Donald Trump is more concerned with pandering to the gun lobby than keeping families safe. #DebateNight ,6.385455,-1.5386659,9.534812320874815,19.42000982137531,Security,negative,0.7782742381095886
HillaryClinton,"The fact that Trump's answer to a question about racial injustice is just ""we need law and order"" pretty much says it all. #debatenight",False,,2016-09-27 01:55:11,,,False,10882,21951,"The fact that Trump's answer to a question about racial injustice is just ""we need law and order"" pretty much says it all. #debatenight",13.21044,-1.0878278,9.996613530525611,22.159990703206965,Engagement,negative,0.8741410374641418
HillaryClinton,We’ve got to address the systemic racism in our criminal justice system and end private prisons. #DebateNight https://t.co/8afCXJAAjI,False,,2016-09-27 01:54:38,,,False,2587,6006,We’ve got to address the systemic racism in our criminal justice system and end private prisons. #DebateNight ,13.963427,-0.6362203,8.700680734850161,13.727732553476791,Engagement,neutral,0.49392786622047424
HillaryClinton,How Hillary Clinton Took Charge In The First Presidential Debate https://t.co/4gwtCnACV0,True,BuzzFeedBen,2016-09-27 01:52:02,,,False,1259,2676,How Hillary Clinton Took Charge In The First Presidential Debate ,8.388048,-0.83398205,7.892452043520352,10.797964865726543,Endorsement,neutral,0.9159318804740906
realDonaldTrump,I will stand with police and protect ALL Americans! #Debates2016 #MAGA https://t.co/CX4oEWgEMp,False,,2016-09-27 01:51:58,,,False,12173,33572,I will stand with police and protect ALL Americans! #Debates2016 #MAGA ,6.335986,-1.3547162,10.421477451486137,23.003780097035772,Security,positive,0.8281626105308533
HillaryClinton,We are not going to bring New York’s unconstitutional stop-and-frisk program nationwide. #debatenight,False,,2016-09-27 01:50:42,,,False,6923,17156,We are not going to bring New York’s unconstitutional stop-and-frisk program nationwide. #debatenight,6.893033,-1.5683519,9.750161532583427,19.058912251425685,Security,negative,0.8180710673332214
realDonaldTrump,"When @realDonaldTrump is POTUS, families are going to be safe and secure. Law and order will be RESTORED! #MAGA… https://t.co/4Qo9gV7mgc",True,TeamTrump,2016-09-27 01:50:01,,,False,4550,11239,"When @realDonaldTrump is POTUS, families are going to be safe and secure. Law and order will be RESTORED! #MAGA… ",1.9008598,-2.2254918,9.327234123447681,16.570557963434695,Economy,positive,0.9326220750808716
